last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Ramirez, Yohan,670990,SEA,FF,4-Seamer,0,0,234,53.7,63,0.22,0.48,0.366,22.4,15.9,22.7,0.217,0.456,0.357,31
Zuber, Tyler,676604,KC,FF,4-Seamer,2,6,293,57.9,63,0.298,0.553,0.436,26.8,19,15.8,0.331,0.703,0.497,61.1
Tepera, Ryan,572193,CWS,FF,4-Seamer,-2.7,-8,315,33.2,63,0.179,0.25,0.257,18.2,20.6,19.1,0.171,0.291,0.252,32.6
Yang, Hyeon-Jong,660365,TEX,FF,4-Seamer,0.1,0,271,45.8,63,0.34,0.453,0.417,18.5,11.1,13.2,0.317,0.501,0.406,39.1
Woodford, Jake,663765,STL,FF,4-Seamer,1.4,4,258,22.3,63,0.25,0.385,0.314,16.4,17.5,11,0.246,0.344,0.302,47.7
Lugo, Seth,607625,NYM,FF,4-Seamer,-3.3,-7,213,29.2,63,0.164,0.2,0.229,41.3,42.9,30.3,0.178,0.241,0.246,39.3
Wieck, Brad,623364,CHC,FF,4-Seamer,-3.2,-8,248,84.6,63,0.189,0.245,0.271,27.2,34.9,28.9,0.18,0.271,0.273,35.5
Middleton, Keynan,641871,SEA,FF,4-Seamer,1.2,4,306,57.7,62,0.298,0.404,0.402,31.8,19.4,16.2,0.262,0.472,0.404,37.1
Ryan, Joe,657746,MIN,FF,4-Seamer,0,0,271,65.8,62,0.172,0.362,0.259,20.3,27.4,19.8,0.202,0.462,0.305,41.5
Houser, Adrian,605288,MIL,FF,4-Seamer,-0.5,-1,316,13.4,61,0.208,0.415,0.307,27,32.8,16.4,0.163,0.333,0.258,28.6
Johnson, Pierce,572955,SD,FF,4-Seamer,0.3,1,340,32.5,60,0.267,0.4,0.406,24.8,26.7,12.7,0.167,0.272,0.315,27.6
Eickhoff, Jerad,595191,NYM,FF,4-Seamer,5.7,10,173,48.5,60,0.352,0.778,0.513,4.2,5,10.3,0.389,0.738,0.489,48.1
Gil, Luis,661563,NYY,FF,4-Seamer,-0.3,-1,284,53.4,60,0.24,0.38,0.339,27.9,21.7,18.3,0.23,0.412,0.343,43.2
Muller, Kyle,666205,ATL,FF,4-Seamer,-0.4,-1,280,41.4,60,0.275,0.373,0.354,18.3,15,13.8,0.247,0.363,0.322,51.2
Wick, Rowan,592858,CHC,FF,4-Seamer,0.3,1,244,61,60,0.182,0.205,0.301,25.6,28.3,29.8,0.16,0.274,0.314,39.3
Bedrosian, Cam,592135,PHI,FF,4-Seamer,0.5,1,235,50.2,59,0.326,0.609,0.452,22.3,20.3,16.9,0.303,0.533,0.422,57.1
Nolin, Sean,543594,WSH,FF,4-Seamer,1.4,3,228,45.7,59,0.383,0.596,0.478,18.2,15.3,13.4,0.245,0.411,0.346,45
Hess, David,605276,TB,FF,4-Seamer,4.3,9,213,58,59,0.333,0.708,0.489,16.5,16.9,14.5,0.303,0.628,0.452,53.8
Junis, Jakob,596001,KC,FF,4-Seamer,1.7,4,219,34.9,58,0.296,0.593,0.397,12.8,10.3,11.5,0.346,0.714,0.46,47.9
Ross, Joe,605452,WSH,FF,4-Seamer,2.5,7,272,16,57,0.22,0.46,0.337,37.7,40.4,18.5,0.197,0.377,0.298,33.3
Cessa, Luis,570666,CIN,FF,4-Seamer,-0.3,-1,200,21.1,57,0.245,0.408,0.339,14.8,14,15.1,0.267,0.453,0.362,46.3
Knebel, Corey,608349,LAD,FF,4-Seamer,-1.8,-4,232,58.1,57,0.167,0.313,0.269,32.8,31.6,25.4,0.197,0.335,0.298,38.7
Hale, David,571735,PHI,FF,4-Seamer,4,9,216,46.9,57,0.353,0.51,0.399,16.2,17.5,17.9,0.362,0.603,0.441,63.4
Alexy, A.J.,669935,TEX,FF,4-Seamer,-1,-2,231,54.5,57,0.114,0.273,0.271,16.4,14,12.3,0.281,0.507,0.405,37.8
Feliz, Michael,593140,OAK,FF,4-Seamer,2.1,5,215,58.1,57,0.352,0.63,0.432,18.3,24.6,20.6,0.333,0.635,0.423,55
Selman, Sam,572125,LAA,FF,4-Seamer,-0.8,-2,273,55.3,57,0.214,0.262,0.302,20.8,15.8,10.1,0.256,0.309,0.348,25
Garrett, Braxton,666129,MIA,FF,4-Seamer,1.1,2,203,33.6,56,0.273,0.409,0.369,13.8,19.6,19,0.295,0.447,0.389,40
Gant, John,607231,MIN,FF,4-Seamer,1.7,4,240,12.2,56,0.271,0.458,0.318,22,32.1,16.8,0.179,0.275,0.252,28.1
Barlow, Joe,669618,TEX,FF,4-Seamer,-1.5,-3,205,45.1,56,0.16,0.32,0.26,17.9,17.9,16.9,0.231,0.421,0.32,37.5
Ureña, José,570632,DET,FF,4-Seamer,1.1,3,278,16.4,55,0.283,0.543,0.422,12.4,3.6,5.4,0.345,0.735,0.491,54.5
Castro, Anthony,621593,TOR,FF,4-Seamer,0.5,1,234,51.4,55,0.271,0.479,0.391,16.8,16.4,15.8,0.258,0.407,0.338,43.6
Hammer, JD,670456,PHI,FF,4-Seamer,1.4,3,240,59.3,55,0.283,0.522,0.4,20.6,20,15.1,0.253,0.43,0.356,60
Familia, Jeurys,544727,NYM,FF,4-Seamer,-3.8,-6,148,14.6,54,0.071,0.071,0.206,31.5,46.3,25,0.11,0.168,0.248,58.8
Ellis, Chris,595939,BAL,FF,4-Seamer,-1.2,-3,232,48.1,54,0.17,0.319,0.271,21,9.3,9.8,0.244,0.507,0.364,50
Reid-Foley, Sean,656887,NYM,FF,4-Seamer,1.8,4,233,62.8,54,0.292,0.458,0.381,27.7,25.9,23.7,0.269,0.502,0.366,50
Ottavino, Adam,493603,BOS,FF,4-Seamer,-2.9,-7,237,20.7,54,0.106,0.17,0.194,33.9,42.6,24.2,0.157,0.232,0.235,50
Williams, Devin,642207,MIL,FF,4-Seamer,0.6,2,333,33.5,53,0.243,0.514,0.42,32.5,32.1,19.5,0.228,0.468,0.402,42.9
Campbell, Paul,669294,MIA,FF,4-Seamer,3,6,210,44.9,53,0.367,0.673,0.494,17.1,20.8,20.8,0.311,0.592,0.404,44.7
Watson, Tony,453265,SF,FF,4-Seamer,-1,-2,218,25.2,53,0.208,0.313,0.269,20,30.2,23.9,0.18,0.28,0.243,37.5
Cotton, Jharel,605194,TEX,FF,4-Seamer,-1.6,-4,250,46.2,53,0.214,0.381,0.346,24.4,13.2,13.5,0.235,0.469,0.381,28.6
Ramirez, Noé,598287,ARI,FF,4-Seamer,-1.8,-4,217,37.5,52,0.19,0.31,0.294,22.5,13.5,12.3,0.177,0.314,0.293,25
Rucker, Michael,621074,CHC,FF,4-Seamer,0.7,1,179,36.5,52,0.302,0.605,0.424,25.8,23.1,26.1,0.313,0.675,0.45,46.9
Perdomo, Angel,622780,MIL,FF,4-Seamer,-0.8,-2,230,65,52,0.184,0.421,0.36,33.7,32.7,21.3,0.198,0.497,0.388,40.9
Martin, Corbin,656686,ARI,FF,4-Seamer,4.6,10,219,64,52,0.405,0.892,0.582,17.5,15.4,12.5,0.333,0.749,0.514,61.3
Holloway, Jordan,656548,MIA,FF,4-Seamer,0.2,0,222,33.4,51,0.22,0.366,0.338,21.3,17.6,14.8,0.309,0.54,0.425,43.8
Tomlin, Josh,458708,ATL,FF,4-Seamer,-0.6,-1,182,22.5,51,0.286,0.429,0.325,12.1,13.7,12.5,0.299,0.434,0.329,45.2
Guenther, Sean,674944,MIA,FF,4-Seamer,2.9,6,205,56.9,50,0.333,0.513,0.427,24,12,13.3,0.277,0.484,0.394,45.7
Wantz, Andrew,681806,LAA,FF,4-Seamer,0.9,2,220,45.5,50,0.25,0.375,0.356,30.7,32,22.2,0.246,0.418,0.365,33.3
Miller, Justin,502522,STL,FF,4-Seamer,4.9,8,155,52.5,49,0.326,0.698,0.448,19.5,18.4,17.3,0.349,0.75,0.475,51.4
Enns, Dietrich,608650,TB,FF,4-Seamer,0.7,1,211,58.6,49,0.227,0.341,0.329,25.4,32.7,22.5,0.181,0.27,0.245,35.7
Maples, Dillon,596027,CHC,FF,4-Seamer,-1.3,-2,187,33.1,49,0.167,0.333,0.345,14.3,8.2,16.7,0.281,0.493,0.415,54.5
Cishek, Steve,518553,LAA,FF,4-Seamer,-2.6,-5,210,16.7,49,0.095,0.167,0.188,37.5,44.9,18.8,0.161,0.296,0.254,38.1
Guerra, Junior,448855,LAA,FF,4-Seamer,2.5,5,215,17.6,48,0.316,0.526,0.454,24.2,16.7,17.8,0.231,0.411,0.348,38.7
Price, David,456034,LAD,FF,4-Seamer,-2.4,-5,212,18,48,0.227,0.318,0.267,29,29.2,23.3,0.182,0.272,0.227,38.7
Cleavinger, Garrett,664076,LAD,FF,4-Seamer,1.5,3,191,53.7,47,0.359,0.615,0.464,14.5,8.5,9.1,0.278,0.554,0.399,48.6
Coonrod, Sam,656322,PHI,FF,4-Seamer,-1.4,-2,139,19.5,47,0.182,0.227,0.213,44.2,55.3,29.2,0.115,0.197,0.169,38.9
Brault, Steven,643230,PIT,FF,4-Seamer,-1.2,-2,199,40,47,0.25,0.475,0.357,17.5,14.9,13,0.286,0.558,0.4,55.9
Pearson, Nate,663878,TOR,FF,4-Seamer,0.1,0,189,62.8,47,0.211,0.342,0.345,30.7,31.9,39.5,0.186,0.316,0.306,52.2
Benjamin, Wes,605138,TEX,FF,4-Seamer,2.2,4,201,43.6,46,0.286,0.457,0.429,19.1,15.2,11.3,0.289,0.506,0.422,39.3
Anderson, Drew,623454,TEX,FF,4-Seamer,-0.8,-1,174,49.4,46,0.238,0.333,0.308,22.5,13,11.1,0.243,0.397,0.309,38.9
Mejía, Humberto,650668,ARI,FF,4-Seamer,3.2,6,178,42.3,46,0.45,1.05,0.632,15.8,10.9,9.4,0.33,0.682,0.458,34.3
Abbott, Cory,676265,CHC,FF,4-Seamer,2.3,5,207,58.8,46,0.378,0.865,0.55,14.1,6.5,6.4,0.32,0.75,0.489,45.7
Hutchison, Drew,571800,DET,FF,4-Seamer,-1.9,-3,157,46.3,45,0.25,0.306,0.327,17.3,8.9,10.8,0.295,0.389,0.4,51.5
Pérez, Martín,527048,BOS,FF,4-Seamer,0.3,1,243,13.1,45,0.25,0.477,0.337,17.1,22.2,13.9,0.251,0.513,0.327,35.3
Otto, Glenn,657248,TEX,FF,4-Seamer,3.1,7,219,48.9,45,0.378,0.568,0.475,15.3,13.3,9,0.29,0.468,0.383,46.9
Cabrera, Edward,665795,MIA,FF,4-Seamer,0.8,2,187,38.8,45,0.229,0.429,0.372,17.9,22.2,30.3,0.338,0.683,0.489,64
Okert, Steven,595345,MIA,FF,4-Seamer,0.2,0,185,30.8,44,0.242,0.455,0.395,19.3,18.2,13.8,0.256,0.515,0.417,64
Dugger, Robert,667498,SEA,FF,4-Seamer,1.1,2,143,31,43,0.286,0.486,0.381,9.2,9.3,9.3,0.315,0.497,0.401,53.1
Greene, Conner,641632,BAL,FF,4-Seamer,-0.1,0,158,35.3,43,0.324,0.459,0.374,21.3,16.3,17.9,0.332,0.531,0.399,35.5
Workman, Brandon,519443,BOS,FF,4-Seamer,2.4,4,182,35.3,43,0.364,0.697,0.507,22.4,18.6,18.6,0.289,0.513,0.423,64
Fulmer, Carson,608334,CIN,FF,4-Seamer,3.4,6,176,39.3,43,0.419,0.774,0.559,17.9,9.3,11.8,0.361,0.682,0.512,51.9
Guduan, Reymin,594056,OAK,FF,4-Seamer,1.1,2,139,60.7,43,0.389,0.5,0.376,12.3,4.7,8.3,0.383,0.568,0.461,44.7
Webb, Logan,657277,SF,FF,4-Seamer,1,2,216,9.8,43,0.265,0.324,0.343,21.3,27.9,16,0.237,0.32,0.328,43.5
Anderson, Shaun,641312,SD,FF,4-Seamer,5.9,9,145,33.2,43,0.359,0.718,0.51,23,14,20,0.286,0.58,0.395,45.5
Eflin, Zach,621107,PHI,FF,4-Seamer,-0.4,-1,200,12.4,43,0.263,0.421,0.341,31.5,25.6,17.7,0.221,0.325,0.289,37
Shoemaker, Matt,533167,MIN,FF,4-Seamer,0.6,2,260,24.4,42,0.361,0.694,0.516,18.6,7.1,6.5,0.361,0.808,0.516,51.5
Crismatt, Nabil,622503,SD,FF,4-Seamer,0.5,1,181,13.5,42,0.306,0.611,0.431,13.4,14.3,13.3,0.331,0.677,0.464,50
Brebbia, John,605154,SF,FF,4-Seamer,-0.6,-1,164,49.4,42,0.256,0.308,0.293,30.7,38.1,26.2,0.204,0.274,0.229,41.7
Castro, Kervin,665645,SF,FF,4-Seamer,-3.2,-5,149,74.1,42,0.243,0.27,0.257,29.5,21.4,23.7,0.231,0.387,0.31,23.3
Lorenzen, Michael,547179,CIN,FF,4-Seamer,-1.2,-2,130,27,42,0.205,0.333,0.237,21.4,28.6,17.6,0.208,0.33,0.235,51.7
Lakins Sr., Travis,664042,BAL,FF,4-Seamer,-1.2,-2,177,35.3,42,0.167,0.222,0.245,25.7,19,17,0.2,0.364,0.303,35.7
Sánchez, Miguel,667376,MIL,FF,4-Seamer,3,5,178,37.9,42,0.441,0.882,0.587,25.5,7.1,7.1,0.418,0.847,0.546,48.5
Bergen, Travis,664157,TOR,FF,4-Seamer,0,0,164,87.2,41,0.161,0.29,0.338,21.6,9.8,10,0.198,0.388,0.358,33.3
Newsome, Ljay,664714,SEA,FF,4-Seamer,-1.8,-3,160,58,41,0.25,0.444,0.319,25.5,31.7,22.4,0.219,0.456,0.314,40
Nelson, Jimmy,519076,LAD,FF,4-Seamer,-1.6,-3,173,33.1,41,0.171,0.229,0.24,25.4,31.7,34.2,0.136,0.211,0.216,34.8
Buchter, Ryan,488748,ARI,FF,4-Seamer,3.4,5,151,51.4,41,0.355,0.774,0.51,16.9,12.2,18.5,0.277,0.538,0.428,59.3
Miller, Shelby,571946,PIT,FF,4-Seamer,3.1,5,173,63.4,41,0.29,0.516,0.43,22.1,12.2,10,0.293,0.468,0.415,42.3
Mikolas, Miles,571945,STL,FF,4-Seamer,-1.6,-3,188,26.5,40,0.167,0.278,0.217,17.6,17.5,10.3,0.279,0.475,0.34,32.3
Arihara, Kohei,685503,TEX,FF,4-Seamer,2.1,4,205,29.5,40,0.406,0.844,0.559,6.6,7.5,7.7,0.428,0.961,0.602,65.5
Margevicius, Nick,676606,SEA,FF,4-Seamer,1.7,3,188,72.6,40,0.235,0.324,0.334,15.5,25,16.1,0.242,0.378,0.33,41.7
Murphy, Patrick,641907,WSH,FF,4-Seamer,-0.7,-1,172,35.4,40,0.243,0.405,0.317,25,32.5,24.1,0.215,0.365,0.281,45.8
Lambert, Jimmy,669424,CWS,FF,4-Seamer,-0.1,0,129,52.4,40,0.303,0.485,0.384,15.3,15,18.2,0.263,0.435,0.35,39.3
Fulmer, Michael,605242,DET,FF,4-Seamer,-1,-2,205,17.3,40,0.2,0.457,0.326,30.3,27.5,16.9,0.265,0.558,0.387,41.7
LeBlanc, Wade,453281,STL,FF,4-Seamer,-3.1,-4,119,15,40,0.189,0.351,0.254,10.7,10,11.8,0.276,0.519,0.353,35.3
Baldonado, Alberto,593604,WSH,FF,4-Seamer,0.3,0,130,60.5,40,0.273,0.455,0.372,24.2,25,27.8,0.253,0.497,0.375,25
Winkler, Dan,595465,CHC,FF,4-Seamer,3.2,5,157,19.9,40,0.172,0.345,0.378,26.1,30,19.7,0.151,0.263,0.31,44.4
Farrell, Luke,608652,MIN,FF,4-Seamer,1.6,3,190,40.2,39,0.394,0.606,0.472,15.3,7.7,8.8,0.419,0.692,0.507,56.7
Castano, Daniel,641447,MIA,FF,4-Seamer,2.8,4,131,39.3,39,0.306,0.583,0.446,16.2,12.8,12.5,0.357,0.635,0.442,45.2
Conley, Adam,543045,TB,FF,4-Seamer,-0.6,-1,160,54.1,38,0.25,0.531,0.391,20.7,21.1,17.8,0.199,0.352,0.298,40
Crick, Kyle,605195,PIT,FF,4-Seamer,0.1,0,161,37.1,38,0.091,0.136,0.351,20,7.9,18.8,0.24,0.481,0.471,21.1
Coulombe, Danny,543056,MIN,FF,4-Seamer,0,0,133,25.1,38,0.306,0.528,0.374,12.5,15.8,21.4,0.284,0.512,0.359,43.3
Smith, Joe,501925,SEA,FF,4-Seamer,2.9,4,152,23.4,38,0.353,0.588,0.416,17.2,23.7,14.3,0.267,0.453,0.329,34.6
Stashak, Cody,664054,MIN,FF,4-Seamer,1.6,2,140,45.5,37,0.308,0.462,0.428,26.6,24.3,29,0.252,0.383,0.396,31.6
Tyler, Kyle,667725,LAA,FF,4-Seamer,-4.3,-5,119,62.6,37,0.034,0.138,0.186,10.7,13.5,16.1,0.137,0.323,0.282,32
Webb, Tyler,643778,STL,FF,4-Seamer,4.2,6,152,38.8,36,0.333,0.444,0.454,21.4,19.4,13,0.279,0.402,0.393,60
Davidson, Tucker,656353,ATL,FF,4-Seamer,1.1,2,149,49.2,36,0.313,0.594,0.443,15.9,13.9,17.9,0.352,0.762,0.491,51.9
Valdez, Framber,664285,HOU,FF,4-Seamer,2,2,105,5,36,0.35,0.6,0.536,10.3,8.3,20,0.257,0.453,0.478,64.7
Whitlock, Garrett,676477,BOS,FF,4-Seamer,-3.4,-4,109,9.5,36,0.061,0.242,0.169,37.9,50,31,0.116,0.272,0.207,40
Castellanos, Humberto,528748,ARI,FF,4-Seamer,0.5,1,162,22.3,36,0.222,0.407,0.366,13.3,8.3,6.3,0.297,0.477,0.414,40
Dayton, Grant,594795,ATL,FF,4-Seamer,3.6,6,161,64.4,35,0.379,0.69,0.48,22,14.3,11.4,0.285,0.478,0.365,46.2
Klobosits, Gabe,656620,WSH,FF,4-Seamer,1.1,1,128,66,35,0.313,0.375,0.337,18.8,11.4,12.1,0.237,0.326,0.282,53.6
Bettinger, Alec,676424,MIL,FF,4-Seamer,-2.6,-3,127,63.8,35,0.25,0.344,0.284,14.3,11.4,11.1,0.306,0.431,0.339,37.9
Harper, Ryne,607560,WSH,FF,4-Seamer,-1.2,-1,124,21.9,35,0.2,0.367,0.331,19.2,20,29.2,0.21,0.304,0.29,34.8
Albers, Andrew,452027,MIN,FF,4-Seamer,3.6,4,116,31.8,35,0.258,0.677,0.421,8.6,22.9,14.8,0.296,0.667,0.435,34.8
Wright Jr., Mike,605541,CWS,FF,4-Seamer,-2.2,-3,125,38.5,35,0.226,0.323,0.29,19.1,14.3,13.9,0.186,0.264,0.252,30.8
Ríos, Yacksel,605441,BOS,FF,4-Seamer,1.2,2,135,29.5,35,0.267,0.5,0.377,27,25.7,26.5,0.25,0.601,0.402,57.1
Peters, Dillon,596071,PIT,FF,4-Seamer,0.2,0,155,35,35,0.29,0.387,0.341,14.3,8.6,8.1,0.282,0.463,0.36,39.3
Lindblom, Josh,458676,MIL,FF,4-Seamer,-1.6,-2,127,37.1,35,0.3,0.433,0.371,22.6,28.6,24.4,0.262,0.412,0.346,55
Young, Alex,622065,CLE,FF,4-Seamer,4.5,6,141,15.5,34,0.375,0.75,0.564,16.4,8.8,9.7,0.435,0.886,0.591,50
Burrows, Beau,663366,MIN,FF,4-Seamer,1.3,2,154,57.7,34,0.32,0.68,0.457,15.3,17.6,12.5,0.291,0.637,0.41,36.4
Rodríguez, Joely,570257,NYY,FF,4-Seamer,4.5,5,119,15.4,34,0.36,0.6,0.447,23.3,20.6,17.1,0.272,0.597,0.415,45
King, Michael,650633,NYY,FF,4-Seamer,-2.1,-2,89,8.8,33,0.094,0.188,0.136,34,45.5,24.6,0.202,0.496,0.299,58.8
Mejía, J.C.,650496,CLE,FF,4-Seamer,1.3,2,160,16.3,33,0.31,0.724,0.489,11.9,18.2,13.6,0.31,0.607,0.423,65.2
Nelson, Nick,656793,NYY,FF,4-Seamer,5.3,10,182,53.8,33,0.45,0.75,0.612,23,15.2,12.2,0.345,0.682,0.537,66.7
Jackson, Jay,543351,SF,FF,4-Seamer,-1.1,-1,135,34.5,33,0.154,0.269,0.278,26.9,30.3,23.3,0.196,0.415,0.338,47.1
Paredes, Enoli,660600,HOU,FF,4-Seamer,2.9,5,168,66.1,33,0.294,0.294,0.482,24,21.2,20.6,0.281,0.445,0.479,63.6
Kriske, Brooks,621139,BAL,FF,4-Seamer,6.1,6,105,54.1,33,0.423,1.269,0.67,10.5,3,7.7,0.26,0.659,0.424,55.6
Brice, Austin,592169,BOS,FF,4-Seamer,1.5,2,122,44.5,33,0.222,0.407,0.345,22.4,24.2,15.7,0.156,0.357,0.302,47.4
Junk, Janson,676083,LAA,FF,4-Seamer,1.7,2,128,51.8,32,0.31,0.724,0.477,17.2,12.5,13.8,0.368,0.8,0.502,38.5
Adam, Jason,592094,CHC,FF,4-Seamer,2.3,3,125,57.3,32,0.296,0.556,0.413,21,28.1,25.7,0.2,0.391,0.319,33.3
Bukauskas, J.B.,656266,ARI,FF,4-Seamer,6.4,9,135,47.2,32,0.5,0.821,0.579,9.8,3.1,10,0.369,0.743,0.486,53.6
Álvarez, José,501625,SF,FF,4-Seamer,-0.3,0,119,12.3,32,0.172,0.31,0.28,20.8,15.6,12.5,0.211,0.38,0.294,41.7
Garza Jr., Ralph,621248,MIN,FF,4-Seamer,0.4,0,92,19,32,0.231,0.615,0.413,19.1,12.5,16.7,0.287,0.652,0.447,59.1
Santos, Antonio,665733,COL,FF,4-Seamer,-0.9,-1,105,59.7,32,0.259,0.481,0.373,5.1,9.4,14.3,0.283,0.435,0.37,37.5
Burdi, Zack,641420,BAL,FF,4-Seamer,2.7,2,91,51.4,32,0.346,0.692,0.466,23.9,12.5,21.1,0.277,0.55,0.414,52.2
Sceroler, Mac,669135,BAL,FF,4-Seamer,8.2,9,111,56.1,31,0.4,0.8,0.6,13.7,12.9,17.4,0.309,0.647,0.46,52.4
Nance, Tommy,667297,CHC,FF,4-Seamer,1.3,1,98,21.5,31,0.167,0.417,0.345,12.8,25.8,26.7,0.254,0.482,0.399,37.5
Detmers, Reid,672282,LAA,FF,4-Seamer,3.3,6,171,45.1,31,0.407,0.852,0.55,22,3.2,2.6,0.352,0.823,0.513,46.2
Chacín, Jhoulys,468504,COL,FF,4-Seamer,0.1,0,107,10,31,0.222,0.407,0.323,11.1,12.9,19,0.277,0.426,0.354,43.5
Warren, Art,605521,CIN,FF,4-Seamer,0.8,1,137,40.5,31,0.25,0.458,0.38,29.3,22.6,15.2,0.205,0.318,0.319,27.8
Frankoff, Seth,571676,ARI,FF,4-Seamer,4.4,4,103,39.6,31,0.391,0.739,0.524,6.4,6.5,8.3,0.316,0.618,0.453,47.8
Solomon, Peter,656981,HOU,FF,4-Seamer,-3.8,-4,116,51.1,30,0.12,0.12,0.207,20.7,20,18.8,0.206,0.296,0.297,36.8
López, Yoan,661255,ARI,FF,4-Seamer,-0.5,-1,111,51.6,30,0.37,0.556,0.407,10,10,23.1,0.37,0.609,0.454,36
Archer, Chris,502042,TB,FF,4-Seamer,0.9,1,147,45,30,0.292,0.667,0.458,15.8,16.7,15.2,0.327,0.786,0.507,68.4
Sandlin, Nick,680704,CLE,FF,4-Seamer,0.7,1,85,14.1,30,0.143,0.357,0.238,27.9,50,33.3,0.115,0.269,0.194,23.1
Brasier, Ryan,518489,BOS,FF,4-Seamer,-3.1,-4,135,68.5,30,0.308,0.308,0.31,18.8,13.3,14.3,0.292,0.392,0.356,43.5
Puk, A.J.,640462,OAK,FF,4-Seamer,-0.8,-1,99,40.7,29,0.25,0.25,0.338,22.2,24.1,23.3,0.21,0.249,0.284,47.1
Merryweather, Julian,657240,TOR,FF,4-Seamer,-0.5,-1,118,54.4,29,0.259,0.593,0.379,19.1,24.1,17.5,0.305,0.675,0.429,60
Heasley, Jon,669169,KC,FF,4-Seamer,0.6,1,110,44,29,0.333,0.556,0.402,6,6.9,6.3,0.331,0.65,0.431,68
Naughton, Packy,676050,LAA,FF,4-Seamer,3.2,4,126,32.9,29,0.417,0.542,0.498,11.8,13.8,12.5,0.341,0.47,0.409,55
Barraclough, Kyle,607457,MIN,FF,4-Seamer,-0.5,-1,140,52.2,29,0.182,0.318,0.307,31.3,37.9,22.4,0.151,0.32,0.315,41.7
Fernández, Julian,642759,COL,FF,4-Seamer,1.4,1,99,84.6,29,0.24,0.44,0.345,19.6,10.3,14.3,0.211,0.388,0.312,40.9
Gilbert, Tyler,656457,ARI,FF,4-Seamer,-1.5,-2,147,24.5,28,0.261,0.261,0.281,13.8,14.3,9.3,0.199,0.278,0.286,35
Kazmir, Scott,431148,SF,FF,4-Seamer,3.6,4,113,54.6,28,0.304,0.522,0.414,10.9,17.9,15.2,0.26,0.505,0.391,66.7
Jackson, Andre,656578,LAD,FF,4-Seamer,0.2,0,92,46.2,28,0.333,0.429,0.404,22.2,14.3,18.2,0.231,0.33,0.328,26.3
Stock, Robert,476594,NYM,FF,4-Seamer,4.5,5,103,61.3,28,0.35,0.7,0.516,20.5,14.3,16.7,0.34,0.68,0.505,50
Strasburg, Stephen,544931,WSH,FF,4-Seamer,3.9,4,107,29.6,28,0.304,0.783,0.493,25.6,28.6,32,0.268,0.638,0.434,66.7
Baumann, Mike,657508,BAL,FF,4-Seamer,2,2,103,55.7,27,0.261,0.565,0.396,21.3,11.1,13.6,0.337,0.939,0.548,65
Kittredge, Andrew,552640,TB,FF,4-Seamer,-6.4,-7,104,10.6,27,0.192,0.231,0.187,14.9,25.9,23.3,0.278,0.536,0.345,40
Thompson, Ryan,657044,TB,FF,4-Seamer,-4.9,-4,74,15.3,27,0.077,0.115,0.106,31.9,63,28.3,0.163,0.307,0.217,66.7
Warren, Austin,681810,LAA,FF,4-Seamer,-0.3,0,110,35.9,26,0.13,0.261,0.244,25.6,26.9,25.9,0.127,0.277,0.234,31.3
Ortega, Oliver,661383,LAA,FF,4-Seamer,-0.3,0,76,54.7,26,0.375,0.5,0.408,5.4,11.5,21.4,0.231,0.319,0.275,52.4
Abreu, Albert,656061,NYY,FF,4-Seamer,-1.3,-1,104,16.2,25,0.19,0.381,0.327,22.2,16,12.9,0.27,0.429,0.367,29.4
Cody, Kyle,621129,TEX,FF,4-Seamer,1.2,1,82,39.2,25,0.364,0.636,0.46,27.3,24,33.3,0.338,0.647,0.448,50
Beasley, Jeremy,676886,TOR,FF,4-Seamer,1.8,2,110,55.6,25,0.222,0.556,0.428,35.2,28,33.3,0.18,0.458,0.384,45.5
Thorpe, Lewis,626929,MIN,FF,4-Seamer,1.9,2,114,45.4,25,0.333,0.476,0.408,11.6,12,9.4,0.281,0.428,0.371,66.7
Madero, Luís,650347,MIA,FF,4-Seamer,6.6,5,79,36.9,25,0.35,0.9,0.55,16.1,4,9.1,0.338,0.805,0.518,52.6
Slegers, Aaron,642083,LAA,FF,4-Seamer,2.2,2,93,16.3,25,0.35,0.55,0.45,15.8,8,8,0.349,0.543,0.446,44.4
Miller, Andrew,453192,STL,FF,4-Seamer,2,2,101,16.3,24,0.316,0.632,0.463,6.5,4.2,4.5,0.331,0.661,0.477,61.1
Vincent, Nick,543883,MIN,FF,4-Seamer,-1.6,-1,87,47.8,24,0.15,0.2,0.244,28.3,20.8,18.5,0.129,0.15,0.218,46.7
Gonzales, Marco,594835,SEA,FF,4-Seamer,-1.6,-2,116,5,24,0.158,0.316,0.287,15.2,8.3,8.7,0.355,0.644,0.471,44.4
Bass, Anthony,542914,MIA,FF,4-Seamer,-0.1,0,70,7.3,24,0.261,0.565,0.36,17.6,12.5,14.3,0.307,0.604,0.395,65
Swarzak, Anthony,461872,KC,FF,4-Seamer,2.2,2,85,42.7,24,0.364,0.636,0.448,12.2,29.2,29.2,0.279,0.477,0.354,46.7
Duplantier, Jon,641541,ARI,FF,4-Seamer,4,4,99,36.7,24,0.333,0.667,0.483,26.8,29.2,25,0.254,0.61,0.432,25
Overton, Connor,656818,PIT,FF,4-Seamer,-0.1,0,102,37.2,24,0.238,0.476,0.321,15.1,25,16.2,0.216,0.362,0.278,37.5
